0	323.866
1	323.899
2	323.945
3	323.995
4	324.047
5	324.1
6	324.152
7	324.205
8	324.259
9	324.313
10	324.37
11	324.429
12	324.491
13	324.558
14	324.632
15	324.714
16	324.807
17	324.917
18	325.045
19	325.187
20	325.333
21	325.472
22	325.598
23	325.722
24	325.857
25	326.035
26	326.316
27	326.833
28	327.884
29	328.748
30	329.036
31	328.885
32	328.131
33	328.046
34	328.496
35	329.689
36	332.334
37	338.129
38	341.746
39	343.285
40	343.762
41	343.517
42	342.451
43	339.961
44	334.524
45	329.792
46	327.523
47	326.374
48	325.748
49	325.373
50	325.125
51	324.947
52	324.808
53	324.694
54	324.596
55	324.51
56	324.432
57	324.359
58	324.291
59	324.227
60	324.165
61	324.107
62	324.055
63	324.02
64	323.861
65	323.845
66	323.941
67	323.993
68	324.047
69	324.101
70	324.155
71	324.21
72	324.265
73	324.322
74	324.381
75	324.442
76	324.508
77	324.578
78	324.655
79	324.743
80	324.846
81	324.973
82	325.135
83	325.338
84	325.55
85	325.727
86	325.872
87	326.004
88	326.142
89	326.315
90	326.58
91	327.063
92	328.053
93	328.867
94	329.141
95	328.999
96	328.263
97	328.186
98	328.615
99	329.735
100	332.212
101	337.711
102	341.11
103	342.537
104	342.968
105	342.721
106	341.702
107	339.34
108	334.146
109	329.632
110	327.475
111	326.375
112	325.768
113	325.398
114	325.151
115	324.971
116	324.83
117	324.713
118	324.613
119	324.524
120	324.444
121	324.369
122	324.299
123	324.232
124	324.168
125	324.108
126	324.056
127	324.019
128	323.855
129	323.889
130	323.937
131	323.991
132	324.047
133	324.103
134	324.16
135	324.217
136	324.275
137	324.335
138	324.397
139	324.462
140	324.531
141	324.606
142	324.69
143	324.787
144	324.907
145	325.067
146	325.302
147	325.678
148	326.094
149	326.355
150	326.536
151	326.682
152	326.822
153	326.983
154	327.215
155	327.613
156	328.401
157	329.057
158	329.298
159	329.19
160	328.517
161	328.475
162	328.871
163	329.837
164	331.907
165	336.42
166	339.219
167	340.394
168	340.731
169	340.482
170	339.563
171	337.502
172	333.095
173	329.244
174	327.348
175	326.35
176	325.781
177	325.426
178	325.182
179	325.001
180	324.857
181	324.738
182	324.635
183	324.543
184	324.459
185	324.382
186	324.309
187	324.24
188	324.174
189	324.112
190	324.058
191	324.02
192	323.85
193	323.885
194	323.934
195	323.99
196	324.047
197	324.106
198	324.165
199	324.225
200	324.286
201	324.348
202	324.414
203	324.483
204	324.557
205	324.637
206	324.729
207	324.837
208	324.977
209	325.177
210	325.504
211	326.123
212	326.834
213	327.202
214	327.427
215	327.589
216	327.729
217	327.873
218	328.054
219	328.33
220	328.805
221	329.228
222	329.449
223	329.457
224	328.984
225	329.06
226	329.445
227	330.214
228	331.717
229	334.711
230	336.632
231	337.462
232	337.669
233	337.41
234	336.608
235	334.929
236	331.661
237	328.748
238	327.18
239	326.305
240	325.785
241	325.447
242	325.21
243	325.03
244	324.885
245	324.763
246	324.657
247	324.562
248	324.475
249	324.395
250	324.32
251	324.248
252	324.18
253	324.116
254	324.06
255	324.022
256	323.846
257	323.881
258	323.932
259	323.989
260	324.048
261	324.108
262	324.17
263	324.232
264	324.296
265	324.362
266	324.431
267	324.504
268	324.583
269	324.669
270	324.768
271	324.889
272	325.047
273	325.28
274	325.67
275	326.4
276	327.232
277	327.67
278	327.928
279	328.104
280	328.242
281	328.365
282	328.491
283	328.648
284	328.911
285	329.191
286	329.471
287	329.794
288	329.943
289	330.336
290	330.783
291	331.383
292	332.404
293	334.483
294	335.748
295	336.25
296	336.319
297	336.034
298	335.303
299	333.832
300	330.97
301	328.422
302	327.047
303	326.263
304	325.782
305	325.463
306	325.232
307	325.054
308	324.908
309	324.785
310	324.676
311	324.579
312	324.49
313	324.408
314	324.33
315	324.256
316	324.185
317	324.12
318	324.063
319	324.025
320	323.843
321	323.879
322	323.93
323	323.988
324	324.049
325	324.111
326	324.175
327	324.24
328	324.306
329	324.375
330	324.448
331	324.525
332	324.608
333	324.7
334	324.807
335	324.938
336	325.113
337	325.373
338	325.81
339	326.616
340	327.53
341	328.019
342	328.304
343	328.49
344	328.625
345	328.724
346	328.786
347	328.783
348	328.642
349	328.651
350	329.045
351	330.018
352	332.207
353	333.262
354	333.861
355	334.309
356	334.761
357	335.294
358	335.659
359	335.803
360	335.732
361	335.409
362	334.709
363	333.333
364	330.629
365	328.233
366	326.957
367	326.229
368	325.778
