
0,106.870686,139.564016
1,245.894701,147.326442
2,361.195468,124.088001
3,321.070112,145.592848
4,413.416839,144.854995
5,228.715406,150.797028
6,304.840731,154.144088
7,106.473090,149.503691
8,457.272019,153.828732
9,491.339690,153.517503
10,346.096423,154.016424
11,625.872844,156.136690
12,490.525221,158.021756
13,575.797807,171.201408
14,245.305301,167.448758
15,186.025693,177.786674
16,295.871312,176.104294
17,563.395142,196.436509
18,422.432837,171.990125
19,130.163044,191.391872
20,214.820390,191.892557
21,346.318639,206.475298
22,628.815179,196.400233
23,199.143808,208.547692
24,567.675186,203.441365
25,430.188456,229.846887
26,607.465510,210.231779
27,354.427345,224.201309
28,214.694210,234.364519
29,580.076077,231.437269
30,96.990304,240.276759
31,504.441734,231.156952
32,140.539431,250.188180
33,261.271910,271.994721
34,199.948606,272.063035
35,259.323213,275.731292
